128,7209.22,3688.33
127,7173.97,3904.03
126,7136.47,4120.84
125,7096.65,4338.82
124,7054.45,4558.05
123,7009.82,4778.6
122,6962.69,5000.55
121,6912.98,5223.96
120,6860.62,5448.91
119,6805.52,5675.47
118,6747.6,5903.71
117,6686.77,6133.7
116,6105.21,6694.45
115,5875.62,6754.86
114,5647.77,6812.38
113,5421.59,6867.1
112,5197.0,6919.1
111,4973.93,6968.46
110,4752.31,7015.26
109,4532.07,7059.57
108,4313.14,7101.45
107,4095.45,7140.97
106,3878.92,7178.18
105,3663.49,7213.15
104,3449.08,7245.92
103,3235.63,7276.54
102,3023.07,7305.05
101,2811.33,7331.5
100,2600.35,7355.92
99,2390.06,7378.33
98,2180.4,7398.79
97,1971.3,7417.3
96,1762.71,7433.9
95,1554.56,7448.6
94,1346.79,7461.43
93,1139.34,7472.4
92,932.15,7481.53
91,725.16,7488.82
90,518.31,7494.28
89,311.54,7497.93
88,104.79,7499.76
87,-101.97,7499.77
86,-308.73,7497.96
85,-515.54,7494.34
84,-722.46,7488.89
83,-929.53,7481.62
82,-1136.83,7472.51
81,-1344.41,7461.56
80,-1552.34,7448.74
79,-1760.67,7434.04
78,-1969.47,7417.44
77,-2178.8,7398.93
76,-2388.71,7378.46
75,-2599.28,7356.02
74,-2810.57,7331.58
73,-3022.64,7305.1
72,-3235.55,7276.54
71,-3449.38,7245.87
70,-3664.19,7213.03
69,-3880.05,7177.98
68,-4097.03,7140.68
67,-4315.19,7101.06
66,-4534.61,7059.06
65,-4755.35,7014.62
64,-4977.5,6967.68
63,-5201.12,6918.16
62,-5426.28,6865.98
61,-5653.06,6811.06
60,-5881.53,6753.33
59,-6111.74,6692.67
58,-6693.24,6109.7
57,-6753.72,5880.04
56,-6811.31,5652.12
55,-6866.09,5425.87
54,-6918.14,5201.22
53,-6967.56,4978.09
52,-7014.41,4756.42
51,-7058.77,4536.12
50,-7100.7,4317.13
49,-7140.27,4099.38
48,-7177.53,3882.8
47,-7212.55,3667.32
46,-7245.36,3452.87
45,-7276.02,3239.37
44,-7304.57,3026.77
43,-7331.06,2814.99
42,-7355.51,2603.97
41,-7377.97,2393.65
40,-7398.45,2183.96
39,-7417.0,1974.84
38,-7433.63,1766.22
37,-7448.37,1558.05
36,-7461.23,1350.26
35,-7472.23,1142.79
34,-7481.39,935.58
33,-7488.71,728.57
32,-7494.21,521.7
31,-7497.88,314.92
30,-7499.74,108.16
29,-7499.79,-98.6
28,-7498.0,-305.36
27,-7494.41,-512.16
26,-7489.0,-719.06
25,-7481.76,-926.13
24,-7472.68,-1133.42
23,-7461.75,-1340.99
22,-7448.97,-1548.9
21,-7434.3,-1757.21
20,-7417.74,-1965.99
19,-7399.25,-2175.29
18,-7378.82,-2385.18
17,-7356.42,-2595.73
16,-7332.01,-2806.99
15,-7305.57,-3019.03
14,-7277.05,-3231.91
13,-7246.41,-3445.7
12,-7213.62,-3660.47
11,-7178.61,-3876.29
10,-7141.35,-4093.22
9,-7101.77,-4311.34
8,-7059.82,-4530.72
7,-7015.43,-4751.43
6,-6968.54,-4973.53
5,-6919.07,-5197.09
4,-6866.95,-5422.2
3,-6812.09,-5648.91
2,-6754.42,-5877.31
1,-6693.83,-6107.46
